paragraph_id,subject,subject_cui,subject_type,relation,object,object_cui,object_type,rule_valid,gemini_verdict
36728,amyloid plaques,C0333463,Acquired Abnormality,LOCATION_OF,cerebellum,C0007765,"Body Part, Organ, or Organ Component",False,TRUE
36728,amyloid plaques,C0333463,Acquired Abnormality,ADJACENT_TO,blood vessels,C0005847,"Body Part, Organ, or Organ Component",False,TRUE
36729,amyloid,C0002716,"Amino Acid, Peptide, or Protein",ASSOCIATED_WITH,prp,C0032027,Disease or Syndrome,False,TRUE
36730,depression,C0011570,Mental or Behavioral Dysfunction,IS_A,psychiatric symptoms,C0233401,Sign or Symptom,False,TRUE
36730,psychosis,C0033975,Mental or Behavioral Dysfunction,IS_A,psychiatric symptoms,C0233401,Sign or Symptom,False,TRUE
36730,visual hallucinations,C0233763,Sign or Symptom,IS_A,psychiatric symptoms,C0233401,Sign or Symptom,False,TRUE
36730,psychiatric symptoms,C0233401,Sign or Symptom,BRINGS_ABOUT,dementia,C0011265,Mental or Behavioral Dysfunction,False,TRUE
36730,dementia,C0011265,Mental or Behavioral Dysfunction,EXHIBITS,memory loss,C0002622,Mental or Behavioral Dysfunction,False,TRUE
36730,cerebellar deficits,C0007765,"Body Part, Organ, or Organ Component",PRECEDES,dementia,C0011265,Mental or Behavioral Dysfunction,False,TRUE
36731,rigidity,C0026837,Sign or Symptom,MANIFESTATION_OF,extrapyramidal dysfunction,C0234133,Sign or Symptom,False,TRUE
36732,myoclonus,C0027066,Sign or Symptom,OCCURS_IN,illness,C0221423,Sign or Symptom,False,TRUE
36732,myoclonus,C0027066,Sign or Symptom,CO_OCCURS_WITH,sleep,C0037313,Organism Function,False,TRUE
36732,loud sounds,C0751466,Mental or Behavioral Dysfunction,CAUSES,myoclonus,C0027066,Sign or Symptom,False,TRUE
36732,bright lights,C3539536,Gene or Genome,CAUSES,myoclonus,C0027066,Sign or Symptom,False,TRUE
36732,corticobasal degeneration,C0393570,Disease or Syndrome,CAUSES,dementia,C0011265,Mental or Behavioral Dysfunction,False,TRUE
36734,cjd,C0022336,Disease or Syndrome,EXHIBITS,clinical abnormalities,C0000768,Congenital Abnormality,False,TRUE
36734,leukocytosis,C0023518,Disease or Syndrome,OCCURS_IN,blood,C0005767,Body Substance,False,TRUE
36734,pleocytosis,C0151857,Disease or Syndrome,OCCURS_IN,cerebrospinal fluid,C0007806,Body Substance,False,TRUE
36734,csf,C0007806,Body Substance,IS_A,cerebrospinal fluid,C0007806,Body Substance,False,TRUE
36734,pleocytosis,C0151857,Disease or Syndrome,OCCURS_IN,csf,C0007806,Body Substance,False,TRUE
36735,fcjd,C2349757,Disease or Syndrome,EXHIBITS,age,C0001779,Organism Attribute,False,TRUE
36735,scjd,C1852467,Disease or Syndrome,EXHIBITS,age,C0001779,Organism Attribute,False,TRUE
36735,dementia,C0011265,Mental or Behavioral Dysfunction,OCCURS_IN,disease course,C0242656,Pathologic Function,False,TRUE
36735,gss,C0017495,Disease or Syndrome,EXHIBITS,age,C0001779,Organism Attribute,False,TRUE
36735,death,C0011065,Organism Function,OCCURS_IN,gss,C0017495,Disease or Syndrome,False,TRUE
36736,ad,C0002395,Disease or Syndrome,IS_A,neurodegenerative disorders,C0524851,Disease or Syndrome,False,TRUE
36736,ftd,C0338451,Disease or Syndrome,IS_A,neurodegenerative disorders,C0524851,Disease or Syndrome,False,TRUE
36736,corticobasal degeneration,C0393570,Disease or Syndrome,IS_A,neurodegenerative disorders,C0524851,Disease or Syndrome,False,TRUE
36736,supranuclear palsy,C0270920,Disease or Syndrome,IS_A,neurodegenerative disorders,C0524851,Disease or Syndrome,False,TRUE
36736,myoclonic epilepsy,C0014550,Disease or Syndrome,IS_A,neurodegenerative disorders,C0524851,Disease or Syndrome,False,TRUE
36736,lafora bodies,C0333749,Cell Component,ASSOCIATED_WITH,myoclonic epilepsy,C0014550,Disease or Syndrome,False,TRUE
36736,diffusion-weighted,C0598801,Diagnostic Procedure,IS_A,magnetic resonance imaging,C0024485,Diagnostic Procedure,False,TRUE
36736,fluid-attenuated inversion recovery,C2826145,Diagnostic Procedure,IS_A,magnetic resonance imaging,C0024485,Diagnostic Procedure,False,TRUE
36737,hashimoto’s encephalopathy,C0393639,Disease or Syndrome,IS_A,encephalopathy,C0085584,Disease or Syndrome,False,TRUE
36737,hashimoto’s encephalopathy,C0393639,Disease or Syndrome,CONCEPTUALLY_RELATED_TO,cjd,C0022336,Disease or Syndrome,False,TRUE
36737,antithyroglobulin,C0443883,"Amino Acid, Peptide, or Protein",CONCEPTUAL_PART_OF,finding,C0037088,Sign or Symptom,False,TRUE
36737,antithyroid peroxidase,C0021965,"Amino Acid, Peptide, or Protein",CONCEPTUAL_PART_OF,finding,C0037088,Sign or Symptom,False,TRUE
36737,fluctuations,C0231239,Sign or Symptom,OCCURS_IN,hashimoto’s encephalopathy,C0393639,Disease or Syndrome,False,TRUE
36738,headache,C0018681,Sign or Symptom,INDICATES,vasculitis,C0042384,Disease or Syndrome,False,TRUE
36739,limbic encephalitis,C0338430,Disease or Syndrome,IS_A,paraneoplastic conditions,C0282313,Neoplastic Process,False,TRUE
36739,cortical encephalitis,C0014038,Disease or Syndrome,IS_A,paraneoplastic conditions,C0282313,Neoplastic Process,False,TRUE
36739,paraneoplastic conditions,C0282313,Neoplastic Process,CONCEPTUALLY_RELATED_TO,cjd,C0022336,Disease or Syndrome,False,TRUE
36740,neurosyphilis,C0027927,Disease or Syndrome,IS_A,diseases,C0012634,Disease or Syndrome,False,TRUE
36740,multifocal leukoencephalopathy,C0023524,Disease or Syndrome,IS_A,diseases,C0012634,Disease or Syndrome,False,TRUE
36740,subacute sclerosing panencephalitis,C0038522,Disease or Syndrome,IS_A,diseases,C0012634,Disease or Syndrome,False,TRUE
36740,rubella panencephalitis,C0238099,Disease or Syndrome,IS_A,diseases,C0012634,Disease or Syndrome,False,TRUE
36740,herpes simplex encephalitis,C0276226,Disease or Syndrome,IS_A,diseases,C0012634,Disease or Syndrome,False,TRUE
36740,intracranial tumor,C1527390,Neoplastic Process,IS_A,diseases,C0012634,Disease or Syndrome,False,TRUE
36740,gliomatosis cerebri,C0334576,Neoplastic Process,IS_A,intracranial tumor,C1527390,Neoplastic Process,False,TRUE
36740,anoxic encephalopathy,C0003132,Pathologic Function,IS_A,diseases,C0012634,Disease or Syndrome,False,TRUE
36740,dialysis dementia,C0221040,Disease or Syndrome,IS_A,diseases,C0012634,Disease or Syndrome,False,TRUE
36740,uremia,C0041948,Disease or Syndrome,IS_A,diseases,C0012634,Disease or Syndrome,False,TRUE
36740,hepatic encephalopathy,C0019151,Disease or Syndrome,IS_A,diseases,C0012634,Disease or Syndrome,False,TRUE
36740,autoimmune encephalopathy,C0393639,Disease or Syndrome,IS_A,diseases,C0012634,Disease or Syndrome,False,TRUE
36741,cdi,C0687720,Disease or Syndrome,USES,epitopes,C0003316,Immunologic Factor,False,TRUE
36741,epitopes,C0003316,Immunologic Factor,LOCATION_OF,prpc,C2347435,Gene or Genome,False,TRUE
36741,epitopes,C0003316,Immunologic Factor,LOCATION_OF,prpsc,C0074204,"Amino Acid, Peptide, or Protein",False,TRUE
36741,brain biopsy,C0740294,Diagnostic Procedure,PERFORMS,diagnosis,C0011900,Diagnostic Procedure,False,TRUE
36741,immunohistochemistry,C0021044,Diagnostic Procedure,ANALYZES,tissue sections,C2316368,Tissue,False,TRUE
36742,prnp gene,C1418941,Gene or Genome,INDICATES,diagnosis,C0011900,Diagnostic Procedure,False,TRUE
36742,mutation,C0026882,Genetic Function,OCCURS_IN,prnp gene,C1418941,Gene or Genome,False,TRUE
36744,diagnosis,C0011900,Diagnostic Procedure,EVALUATION_OF,creutzfeldt-jakob disease,C0022336,Disease or Syndrome,False,TRUE
36746,stress protein 14-3-3,C0018850,"Amino Acid, Peptide, or Protein",LOCATION_OF,csf,C0007806,Body Substance,False,TRUE
36746,neuron-specific enolase,C1880904,"Amino Acid, Peptide, or Protein",OCCURS_IN,cjd,C0022336,Disease or Syndrome,False,TRUE
36746,tau,C0281351,"Nucleic Acid, Nucleoside, or Nucleotide",OCCURS_IN,cjd,C0022336,Disease or Syndrome,False,TRUE
36748,stab wounds,C0043255,Injury or Poisoning,CAUSES,infection,C0009450,Disease or Syndrome,False,TRUE
36748,electromyographic needles,C0180636,Medical Device,USES,patients,C0030705,Patient or Disabled Group,False,TRUE
36750,autoclaving,C0184103,Medical Device,METHOD_OF,sterilization,C0038280,Health Care Activity,False,TRUE
36750,sterilization,C0038280,Health Care Activity,BRINGS_ABOUT,destruction,C1261381,Therapeutic or Preventive Procedure,False,TRUE
36750,scjd,C1852467,Disease or Syndrome,ASSOCIATED_WITH,prions,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36750,prions,C0033164,"Amino Acid, Peptide, or Protein",SPATIALLY_RELATED_TO,stainless steel,C0038126,Biomedical or Dental Material,False,TRUE
36750,prions,C0033164,"Amino Acid, Peptide, or Protein",AFFECTS,autoclaving,C0184103,Medical Device,False,TRUE
36751,phenothiazines,C0031436,Organic Chemical,DISRUPTS,prpsc formation,C0220781,Biologic Function,False,TRUE
36751,acridines,C0001186,Organic Chemical,DISRUPTS,prpsc formation,C0220781,Biologic Function,False,TRUE
36751,prpsc formation,C0220781,Biologic Function,OCCURS_IN,cultured cells,C0007635,Cell,False,TRUE
36751,inhibition,C0021467,Mental Process,DISRUPTS,p-glycoprotein (pgp) transport system,C1738970,"Amino Acid, Peptide, or Protein",False,TRUE
36751,inhibition,C0021467,Mental Process,CAUSES,quinacrine levels,C0034403,Organic Chemical,False,TRUE
36751,quinacrine levels,C0034403,Organic Chemical,LOCATION_OF,brains,C0006104,"Body Part, Organ, or Organ Component",False,TRUE
36751,prion incubation,C2752975,Individual Behavior,OCCURS_IN,mice,C0025914,Mammal,False,TRUE
36752,anti-prp antibodies,C0003242,"Amino Acid, Peptide, or Protein",DISRUPTS,prpsc,C0074204,"Amino Acid, Peptide, or Protein",False,TRUE
36752,prpsc,C0074204,"Amino Acid, Peptide, or Protein",LOCATION_OF,cultured cells,C0007635,Cell,False,TRUE
36752,antibodies,C0003241,"Amino Acid, Peptide, or Protein",LOCATION_OF,mice,C0025914,Mammal,False,TRUE
36752,antibodies,C0003241,"Amino Acid, Peptide, or Protein",DERIVATIVE_OF,transgene,C0282641,Gene or Genome,False,TRUE
36752,antibodies,C0003241,"Amino Acid, Peptide, or Protein",PREVENTS,prion disease,C0162534,Disease or Syndrome,False,TRUE
36752,pentosan polysulfate,C0600296,Organic Chemical,IS_A,drugs,C0013227,Pharmacologic Substance,False,TRUE
36752,porphyrin,C0032712,Organic Chemical,IS_A,drugs,C0013227,Pharmacologic Substance,False,TRUE
36752,phenylhydrazine derivatives,C0031479,Organic Chemical,IS_A,drugs,C0013227,Pharmacologic Substance,False,TRUE
36752,inoculation,C0042196,Therapeutic or Preventive Procedure,PRECEDES,drugs,C0013227,Pharmacologic Substance,False,TRUE
36753,amyloid beta (,C0078939,"Amino Acid, Peptide, or Protein",IS_A,proteins,C0033684,"Amino Acid, Peptide, or Protein",False,TRUE
36753,huntingtin,C0252274,"Amino Acid, Peptide, or Protein",IS_A,proteins,C0033684,"Amino Acid, Peptide, or Protein",False,TRUE
36753,prp,C0032027,Disease or Syndrome,IS_A,proteins,C0033684,"Amino Acid, Peptide, or Protein",False,TRUE
36754,mutant amyloid precursor protein,C0085151,"Amino Acid, Peptide, or Protein",IS_A,app,C1364818,Gene or Genome,False,TRUE
36754,transgenic mice,C0025936,Mammal,EXHIBITS,amyloid plaques,C0333463,Acquired Abnormality,False,TRUE
36754,amyloid plaques,C0333463,Acquired Abnormality,CONTAINS,fibrils,C0225328,Cell Component,False,TRUE
36754,fibrils,C0225328,Cell Component,CONSISTS_OF,aβ peptide,C0030956,"Amino Acid, Peptide, or Protein",False,TRUE
36754,amyloid fibrils,C1449651,"Amino Acid, Peptide, or Protein",DERIVATIVE_OF,aβ peptides,C0030956,"Amino Acid, Peptide, or Protein",False,TRUE
36754,extracts,C0007592,Cell Component,DERIVATIVE_OF,brains,C0006104,"Body Part, Organ, or Organ Component",False,TRUE
36754,brains,C0006104,"Body Part, Organ, or Organ Component",PART_OF,patients,C0030705,Patient or Disabled Group,False,TRUE
36754,tau,C0281351,"Nucleic Acid, Nucleoside, or Nucleotide",OCCURS_IN,transgenic mice,C0025936,Mammal,False,TRUE
36754,tau,C0281351,"Nucleic Acid, Nucleoside, or Nucleotide",OCCURS_IN,cultured cells,C0007635,Cell,False,TRUE
36754,prion isoforms,C0597298,"Amino Acid, Peptide, or Protein",DERIVATIVE_OF,tau,C0281351,"Nucleic Acid, Nucleoside, or Nucleotide",False,TRUE
36755,lewy bodies,C0085200,Cell Component,CONTAINS,α-synuclein,C1420276,Gene or Genome,False,TRUE
36755,α-synuclein,C1420276,Gene or Genome,PRODUCES,fibrils,C0225328,Cell Component,False,TRUE
36755,fibrils,C0225328,Cell Component,PRODUCES,lewy bodies,C0085200,Cell Component,False,TRUE
36756,features,C1514562,Amino Acid Sequence,MANIFESTATION_OF,prions,C0033164,"Amino Acid, Peptide, or Protein",False,TRUE
36756,age,C0001779,Organism Attribute,AFFECTS,neurodegenerative diseases,C0524851,Disease or Syndrome,False,TRUE
36756,aβ peptide,C0030956,"Amino Acid, Peptide, or Protein",ASSOCIATED_WITH,memory loss,C0002622,Mental or Behavioral Dysfunction,False,TRUE
36757,ans,C0004388,Body System,CONNECTED_TO,neuraxis,C3714787,Body System,False,TRUE
36757,ans,C0004388,Body System,AFFECTS,organ systems,C0460002,Body System,False,TRUE
36757,ans,C0004388,Body System,MANAGES,blood pressure,C0005823,Organism Function,False,TRUE
36757,ans,C0004388,Body System,MANAGES,heart rate,C0018810,Clinical Attribute,False,TRUE
36757,ans,C0004388,Body System,MANAGES,sleep,C0037313,Organism Function,False,TRUE
36757,ans,C0004388,Body System,MANAGES,bladder,C0005682,"Body Part, Organ, or Organ Component",False,TRUE
36757,ans,C0004388,Body System,MANAGES,bowel function,C0011135,Organism Function,False,TRUE
36758,autonomic outflow,C0004388,Body System,AFFECTS,organ systems,C0460002,Body System,False,TRUE
36758,cerebral cortex,C0007776,"Body Part, Organ, or Organ Component",CONNECTED_TO,autonomic centers,C0004388,Body System,False,TRUE
36758,autonomic centers,C0004388,Body System,LOCATION_OF,brainstem,C0006121,"Body Part, Organ, or Organ Component",False,TRUE
36758,autonomic outflow,C0004388,Body System,ASSOCIATED_WITH,mental functions,C0563143,Mental Process,False,TRUE
36759,preganglionic neurons,C1520027,Cell,PART_OF,parasympathetic nervous system,C0030510,Body System,False,TRUE
36759,preganglionic neurons,C1520027,Cell,TRAVERSES,central nervous system,C3540014,"Indicator, Reagent, or Diagnostic Aid",False,TRUE
36759,preganglionic neurons,C1520027,Cell,PART_OF,sympathetic nervous system,C0039044,Body System,False,TRUE
36759,preganglionic neurons,C1520027,Cell,TRAVERSES,spinal cord,C0037925,"Body Part, Organ, or Organ Component",False,TRUE
36759,parasympathetic,C0017069,"Body Part, Organ, or Organ Component",MANAGES,autonomic responses,C0004388,Body System,False,TRUE
36760,ach,C0001041,Organic Chemical,IS_A,preganglionic neurotransmitter,C0027908,Biologically Active Substance,False,TRUE
36760,divisions,C0152060,Therapeutic or Preventive Procedure,USES,preganglionic neurotransmitter,C0027908,Biologically Active Substance,False,TRUE
36760,divisions,C0152060,Therapeutic or Preventive Procedure,PART_OF,ans,C0004388,Body System,False,TRUE
36760,ach,C0001041,Organic Chemical,IS_A,neurotransmitter,C0027908,Biologically Active Substance,False,TRUE
36761,norepinephrine,C0028351,Organic Chemical,IS_A,neurotransmitter,C0027908,Biologically Active Substance,False,TRUE
36762,peripheral nervous system,C0206417,Body System,AFFECTS,ans,C0004388,Body System,False,TRUE
36762,adrenal glands,C0001625,"Body Part, Organ, or Organ Component",PRODUCES,catecholamine,C0007412,Pharmacologic Substance,False,TRUE
36762,reflex,C0034929,Organ or Tissue Function,MANAGES,autonomic responses,C0004388,Body System,False,TRUE
36762,posterior fossa tumor,C0021432,Neoplastic Process,DISRUPTS,bp,C0005824,Health Care Activity,False,TRUE
36763,loss of function,C4505106,Genetic Function,PROPERTY_OF,autonomic circuits,C0004388,Body System,False,TRUE
36763,loss of function,C4505106,Genetic Function,CAUSES,clinical manifestations,C0029166,Sign or Symptom,False,TRUE
36764,autonomic disorders,C1145628,Disease or Syndrome,ASSOCIATED_WITH,brain,C0006104,"Body Part, Organ, or Organ Component",False,TRUE
36770,spinocerebellar atrophies,C0087012,Disease or Syndrome,IS_A,extrapyramidal disorders,C0015371,Disease or Syndrome,False,TRUE
36770,supranuclear palsy,C0270920,Disease or Syndrome,IS_A,extrapyramidal disorders,C0015371,Disease or Syndrome,False,TRUE
36770,corticobasal degeneration,C0393570,Disease or Syndrome,IS_A,extrapyramidal disorders,C0015371,Disease or Syndrome,False,TRUE
36770,machado-joseph disease,C0024408,Disease or Syndrome,IS_A,extrapyramidal disorders,C0015371,Disease or Syndrome,False,TRUE
36770,fragile x syndrome,C0016667,Disease or Syndrome,IS_A,extrapyramidal disorders,C0015371,Disease or Syndrome,False,TRUE
36775,cerebral infarction,C0007785,Disease or Syndrome,OCCURS_IN,insula 2,C0021640,"Body Part, Organ, or Organ Component",False,TRUE
36784,diabetes insipidus,C0011848,Disease or Syndrome,MANIFESTATION_OF,antidiuretic hormone,C1098706,"Amino Acid, Peptide, or Protein",False,TRUE
36785,hyperthermia,C0015967,Sign or Symptom,MANIFESTATION_OF,temperature regulation,C0412806,Therapeutic or Preventive Procedure,False,TRUE
36827,pots,C0015230,Sign or Symptom,ASSOCIATED_WITH,bed rest,C0004910,Therapeutic or Preventive Procedure,False,TRUE
36830,incontinence,C0021167,Disease or Syndrome,IS_A,bladder disorders,C0005686,Disease or Syndrome,False,TRUE
36830,pupils,C0034121,"Body Part, Organ, or Organ Component",PART_OF,organ systems,C0460002,Body System,False,TRUE
36830,bowel,C0021853,"Body Part, Organ, or Organ Component",PART_OF,organ systems,C0460002,Body System,False,TRUE
36830,bladder,C0005682,"Body Part, Organ, or Organ Component",PART_OF,organ systems,C0460002,Body System,False,TRUE
36830,autonomic control,C0004388,Body System,AFFECTS,homeostatic function,C0019868,Biologic Function,False,TRUE
36830,dysautonomia,C0013363,Disease or Syndrome,AFFECTS,vascular bed,C0598051,"Body Part, Organ, or Organ Component",False,TRUE
36831,spinal cord disease,C0037928,Disease or Syndrome,CAUSES,incontinence,C0021167,Disease or Syndrome,False,TRUE
36831,autonomic nerve fibers,C1185622,"Body Part, Organ, or Organ Component",PART_OF,pns,C0206417,Body System,False,TRUE
36831,pns disease,C0012634,Disease or Syndrome,CAUSES,incontinence,C0021167,Disease or Syndrome,False,TRUE
36831,motor neuron,C0026609,Cell,ASSOCIATED_WITH,bladder dysfunction,C0232841,Pathologic Function,False,TRUE
36831,gastrointestinal autonomic dysfunction,C0679407,Disease or Syndrome,PRODUCES,constipation,C0009806,Sign or Symptom,False,TRUE
36831,diarrhea,C0011991,Sign or Symptom,OCCURS_IN,diabetes mellitus,C0011849,Disease or Syndrome,False,TRUE
36831,bacterial overgrowth,C0151521,Pathologic Function,CAUSES,diarrhea,C0011991,Sign or Symptom,False,TRUE
36835,medications,C0013227,Pharmacologic Substance,AFFECTS,ans,C0004388,Body System,False,TRUE
36835,diuretics,C0012798,Pharmacologic Substance,IS_A,drugs,C0013227,Pharmacologic Substance,False,TRUE
36835,antihypertensives,C0003364,Pharmacologic Substance,IS_A,drugs,C0013227,Pharmacologic Substance,False,TRUE
36835,antidepressants,C0003289,Pharmacologic Substance,IS_A,drugs,C0013227,Pharmacologic Substance,False,TRUE
36835,ethanol,C0001962,Organic Chemical,IS_A,drugs,C0013227,Pharmacologic Substance,False,TRUE
36835,narcotics,C0027415,Pharmacologic Substance,IS_A,drugs,C0013227,Pharmacologic Substance,False,TRUE
36835,insulin,C0021641,"Amino Acid, Peptide, or Protein",IS_A,drugs,C0013227,Pharmacologic Substance,False,TRUE
36835,calcium channel-blocking agents,C0006684,Pharmacologic Substance,IS_A,drugs,C0013227,Pharmacologic Substance,False,TRUE
36835,medications,C0013227,Pharmacologic Substance,INDICATES,autonomic disorder,C1145628,Disease or Syndrome,False,TRUE
36839,heat,C0014948,Physiologic Function,OCCURS_IN,baths,C0150141,Health Care Activity,False,TRUE
36841,nitrates,C0028125,Inorganic Chemical,IS_A,vasodilators,C0042402,Pharmacologic Substance,False,TRUE
36841,hydralazine,C0020223,Organic Chemical,IS_A,vasodilators,C0042402,Pharmacologic Substance,False,TRUE
36843,opiates,C0221793,Organic Chemical,IS_A,central nervous system sedatives,C3714787,Body System,False,TRUE
